,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,EDUCATION,MARITAL_STATUS,GEN_INDUSTRY,GEN_TITLE,ORG_TP_STATE,ORG_TP_FCAPITAL,JOB_DIR,FAMILY_INCOME,PERSONAL_INCOME,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,TP_PROVINCE,REGION_NM,REG_FACT_FL,FACT_POST_FL,REG_POST_FL,REG_FACT_POST_FL,REG_FACT_POST_TP_FL,FL_PRESENCE_FL,OWN_AUTO,AUTO_RUS_FL,HS_PRESENCE_FL,COT_PRESENCE_FL,GAR_PRESENCE_FL,LAND_PRESENCE_FL,CREDIT,TERM,FST_PAYMENT,GPF_DOCUMENT_FL,FACT_LIVING_TERM,WORK_TIME,FACT_PHONE_FL,REG_PHONE_FL,GEN_PHONE_FL,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,LOAN_NUM_PAYM,LOAN_DLQ_NUM,LOAN_MAX_DLQ,LOAN_AVG_DLQ_AMT,LOAN_MAX_DLQ_AMT,PREVIOUS_CARD_NUM_UTILIZED,AGE_CATEGORY,WITHOUT_DELAY,REG_ADDRESS_PROVINCE_FREQ,FACT_ADDRESS_PROVINCE_FREQ,SOLVENCY
30,0,40,0,0,0,1,1,0,0,7,0,2,0,1,1,11000.0,20,20,20,20,8,0,0,0,0,0,0,1,1,0,0,0,0,3307.0,4,583.0,0,1,96.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,1,1,156,155,13.305110371938312
31,0,27,0,0,1,3,0,3,0,3,2,2,0,1,0,15000.0,22,22,22,22,8,0,0,0,0,1,0,0,0,0,0,0,0,3490.0,3,4500.0,1,156,108.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,3,1,130,119,12.893982808022923
32,0,49,0,0,0,0,2,0,3,0,0,0,0,1,3,5000.0,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,9991.0,6,309.0,0,228,20.0,1,0,0,1,1,6,0,0,0.0,0.0,0.0,0,1,407,404,3.00270243218897
33,0,29,0,0,1,4,2,0,3,11,5,1,0,1,1,10000.0,14,14,14,14,6,0,0,0,0,0,0,1,1,0,0,0,0,10000.0,6,4700.0,0,144,12.0,1,0,0,1,1,5,0,0,0.0,0.0,0.0,3,1,349,348,6.0
34,0,61,0,0,0,4,2,3,0,7,1,2,0,1,0,13000.0,24,24,24,24,3,0,0,0,0,0,0,0,0,0,0,0,0,8118.0,3,8117.0,1,360,96.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,4,1,252,249,4.8041389504804135
35,0,43,0,0,0,0,1,0,0,7,0,2,0,0,1,30000.0,25,25,25,25,4,0,0,0,0,0,0,1,1,1,0,0,0,26990.0,6,9000.0,1,108,12.0,0,0,0,1,1,4,0,0,0.0,0.0,0.0,0,1,301,301,6.669136717302705
36,0,38,0,0,1,4,2,3,3,12,1,0,0,1,1,23000.0,26,26,26,26,7,0,0,0,0,0,1,0,0,0,0,0,0,4869.66,6,1385.0,0,12,6.0,1,0,0,2,2,14,0,0,0.0,0.0,0.0,1,1,674,674,28.338734121068
37,0,38,0,0,1,2,1,0,0,4,3,2,0,1,1,15000.0,4,4,4,4,3,0,0,0,0,0,0,1,1,1,0,0,0,8730.0,10,1000.0,1,84,120.0,0,0,0,1,1,5,0,0,0.0,0.0,0.0,1,1,215,214,17.18213058419244
38,0,49,0,0,1,0,2,0,0,13,0,0,0,1,0,10000.0,27,27,27,19,6,0,0,0,0,1,1,0,0,0,0,1,0,19989.0,6,2500.0,0,221,240.0,1,0,0,1,1,5,0,0,0.0,0.0,0.0,0,1,222,221,3.0016509079994
39,0,44,0,0,0,4,2,0,0,4,3,2,0,1,0,13000.0,28,28,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5119.0,6,570.0,0,240,180.0,1,1,0,1,1,5,0,0,0.0,0.0,0.0,0,1,188,188,15.237351045126001
40,0,61,1,1,0,0,2,0,0,8,8,3,1,5,3,5000.0,29,29,29,28,7,1,0,1,1,0,0,0,0,1,0,0,0,13021.0,6,3000.0,1,34,81.93389388228472,1,0,1,1,1,5,0,0,0.0,0.0,0.0,4,1,287,286,2.3039705091774825
41,0,28,0,0,0,3,0,0,0,0,1,1,0,1,0,8000.0,30,30,30,29,0,0,0,0,0,0,0,0,0,1,0,0,0,4550.0,3,1000.0,1,86,3.0,0,0,0,2,2,7,1,1,1666.28,1666.28,0.0,3,0,331,324,5.274725274725275
42,0,31,0,0,1,3,0,0,0,7,0,2,0,3,1,20000.0,27,27,27,30,9,0,0,0,0,0,1,0,0,0,0,0,0,19240.0,36,0.0,0,5,96.0,1,1,0,1,1,3,0,0,0.0,0.0,0.0,1,1,222,221,37.42203742203742
43,0,59,1,1,0,4,2,0,0,8,8,3,1,5,3,4000.0,8,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,8880.0,6,1000.0,0,696,81.93389388228472,0,0,1,1,1,5,0,0,0.0,0.0,0.0,2,1,674,674,2.7027027027027026
44,0,54,0,0,0,0,2,3,0,0,1,0,0,1,1,8000.0,31,31,31,31,0,0,0,0,0,0,1,0,0,0,0,0,0,26820.0,10,2980.0,1,220,36.0,1,0,0,2,1,15,4,1,2676.2125,3240.0,0.0,2,0,167,165,2.982848620432513
45,0,48,0,0,0,0,2,0,0,3,1,2,0,1,0,13000.0,22,22,22,22,8,0,0,0,0,1,1,0,0,0,0,0,0,13800.0,5,5000.0,0,83,144.0,1,1,0,1,1,5,0,0,0.0,0.0,0.0,0,1,130,119,4.7101449275362315
46,0,24,0,0,1,4,2,3,0,0,1,0,0,1,2,50000.0,32,32,32,32,7,0,0,0,0,0,0,0,0,0,0,0,0,45665.0,8,5100.0,1,24,30.0,1,0,0,1,1,5,0,0,0.0,0.0,0.0,3,1,214,216,8.759443775320268
47,0,48,0,0,0,4,2,3,4,2,6,2,0,1,1,15000.0,10,10,10,10,5,0,0,0,0,0,1,0,0,0,0,0,0,10000.0,6,4455.0,0,250,132.0,0,1,0,1,1,5,0,0,0.0,0.0,0.0,0,1,252,254,9.0
48,0,43,0,0,0,3,0,4,2,2,1,2,0,1,1,20000.0,33,33,33,22,8,0,0,0,0,0,0,0,0,0,1,0,0,18471.0,3,10000.0,1,312,72.0,1,0,0,2,1,11,2,1,1440.0,1440.0,0.0,0,0,117,136,3.24833522819555
49,0,23,0,0,1,3,0,0,0,10,1,1,1,1,1,18000.0,34,34,34,12,5,0,0,0,0,0,0,1,0,0,0,0,0,7850.0,3,3000.0,1,25,30.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,3,1,134,22,6.8789808917197455
50,0,54,0,0,0,0,2,0,3,0,5,1,0,1,2,40000.0,35,35,35,33,6,0,0,0,0,0,0,0,0,0,0,0,0,23166.0,5,2574.0,1,168,120.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,2,1,97,95,8.6333419666753
51,0,37,0,0,1,3,0,1,0,3,9,2,0,1,0,10000.0,19,19,19,19,6,1,1,0,1,0,0,1,1,0,0,0,0,7581.0,6,1338.0,0,10,14.0,0,0,0,1,1,5,0,0,0.0,0.0,0.0,1,1,292,292,7.914523149980214
52,0,47,0,0,0,4,2,3,0,10,6,2,0,1,1,20000.0,36,36,36,34,8,0,0,0,0,0,1,0,0,0,0,0,0,34335.0,6,3815.0,1,40,14.0,0,1,0,1,1,6,0,0,0.0,0.0,0.0,0,1,140,135,3.494975972040192
53,0,52,1,1,0,3,0,3,0,8,8,3,1,5,0,5700.0,18,18,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,3143.0,3,3000.0,0,14,81.93389388228472,1,0,1,2,2,8,0,0,0.0,0.0,0.0,2,1,137,139,5.440661788100541
54,0,24,0,0,1,4,2,1,0,10,1,0,0,1,0,15000.0,23,23,23,23,3,0,0,0,0,0,0,0,0,1,0,0,1,10925.0,3,2000.0,1,96,36.0,0,0,0,2,2,11,1,1,1220.0,1220.0,0.0,3,0,184,183,4.118993135011442
55,0,48,0,0,0,4,2,1,3,5,0,2,0,1,0,11000.0,17,17,17,17,3,0,0,0,0,0,1,0,0,0,0,0,1,10570.0,4,5000.0,0,264,324.0,0,0,0,1,1,4,0,0,0.0,0.0,0.0,0,1,206,202,4.162724692526017
56,0,58,1,1,1,0,2,0,0,8,8,3,1,5,0,9000.0,16,16,16,16,7,0,0,0,0,0,0,0,0,1,0,0,0,14755.0,6,1640.0,0,192,81.93389388228472,1,0,1,1,1,6,0,0,0.0,0.0,0.0,2,1,459,454,3.6597763470010167
57,0,34,0,0,0,4,2,3,3,2,1,2,0,1,1,9000.0,12,12,12,12,5,1,0,1,1,0,0,0,0,0,0,0,0,6163.0,6,1087.0,0,2,29.0,0,0,0,1,1,5,0,0,0.0,0.0,0.0,1,1,67,69,8.761966574720104
58,0,31,0,0,0,4,2,0,3,3,9,2,0,1,1,12800.0,10,10,10,10,5,1,0,1,1,0,1,0,0,0,0,0,0,13441.0,10,7049.0,1,1,96.0,0,0,0,2,1,10,0,0,0.0,0.0,0.0,1,1,252,254,9.52310095975002
59,0,31,0,0,1,3,0,0,0,0,0,0,0,1,1,20000.0,37,37,37,35,0,0,0,0,0,0,0,0,0,0,1,0,0,16870.0,6,2000.0,0,132,12.0,1,0,0,1,1,6,1,1,3160.0,3160.0,0.0,1,0,235,239,7.113218731475993
60,1,35,0,0,0,3,0,0,3,0,0,0,0,1,0,15000.0,16,16,16,16,7,0,0,0,0,0,1,0,0,0,0,0,0,16400.0,6,3000.0,0,36,24.0,1,0,0,1,1,6,1,1,3070.0,3070.0,0.0,1,0,459,454,5.48780487804878
61,0,54,1,1,0,0,2,3,0,8,8,3,1,5,0,10000.0,14,14,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,5500.0,3,1000.0,1,177,81.93389388228472,1,0,1,1,1,3,0,0,0.0,0.0,0.0,2,1,349,348,5.454545454545455
62,0,35,0,0,0,3,0,0,0,6,1,2,0,1,1,15000.0,10,10,10,10,5,1,0,1,1,0,0,0,0,0,0,0,0,4938.0,6,1500.0,0,132,72.0,1,0,0,1,1,6,0,0,0.0,0.0,0.0,1,1,252,254,18.226002430133658
63,0,61,1,1,0,0,2,0,0,8,8,3,1,5,0,5500.0,38,38,38,36,3,0,0,0,0,0,0,0,0,1,0,1,0,17990.0,6,5000.0,0,64,81.93389388228472,1,0,1,1,1,5,0,0,0.0,0.0,0.0,4,1,144,141,1.8343524180100055
64,0,52,0,0,1,4,0,1,0,5,0,2,0,1,0,7000.0,32,32,32,32,7,0,0,0,0,0,0,0,0,0,0,0,0,7920.0,5,880.0,0,72,360.0,1,0,0,1,1,5,0,0,0.0,0.0,0.0,2,1,214,216,4.41919191919192
65,1,34,0,0,1,0,1,1,0,7,4,2,0,1,0,6000.0,39,39,39,37,4,0,0,0,0,0,0,0,0,0,0,0,0,3000.0,3,790.0,0,38,180.0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,1,1,171,173,6.0
66,0,44,0,0,1,1,1,2,1,3,0,2,0,3,0,11000.0,40,40,40,38,2,0,0,0,0,0,0,0,0,0,0,0,0,11070.0,6,1300.0,0,180,108.0,0,0,0,1,1,5,0,0,0.0,0.0,0.0,0,1,426,426,5.9620596205962055
67,0,63,1,1,0,0,2,2,0,8,8,3,1,5,3,4800.0,41,41,41,39,9,1,1,0,1,0,0,0,0,0,0,0,0,3000.0,6,2490.95,0,240,81.93389388228472,0,0,1,1,1,6,0,0,0.0,0.0,0.0,4,1,287,286,9.6
68,0,30,0,0,1,4,2,0,2,11,0,2,0,1,1,30000.0,35,35,35,33,6,0,0,0,0,0,0,0,0,0,0,0,0,9500.0,6,2500.0,1,156,48.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,3,1,97,95,18.947368421052634
69,0,27,0,0,0,4,2,0,3,4,1,2,0,1,3,5300.0,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,5690.0,6,5500.0,1,283,36.0,0,0,0,1,1,6,0,0,0.0,0.0,0.0,3,1,331,332,5.588752196836555
70,0,35,0,0,0,4,2,3,3,3,1,2,0,1,2,50000.0,42,42,42,40,2,0,0,0,0,0,1,0,0,0,0,0,0,9907.2,3,2000.0,1,396,4.0,1,0,0,1,1,2,0,0,0.0,0.0,0.0,1,1,170,168,15.140503875968992
71,0,48,0,0,0,0,2,0,0,5,1,2,0,1,0,11000.0,5,5,5,5,4,0,0,0,0,0,1,0,0,0,0,0,0,15598.0,6,5000.0,0,185,120.0,1,0,0,1,1,6,0,0,0.0,0.0,0.0,0,1,292,292,4.2313117066290555
72,0,29,0,0,0,3,0,0,0,3,9,2,0,1,1,11700.0,43,43,43,41,9,0,0,0,0,0,1,0,0,0,0,0,0,21050.0,12,3000.0,0,1,96.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,3,1,264,266,6.669833729216152
73,0,30,0,0,1,3,0,0,0,7,0,0,0,0,0,8000.0,30,30,30,29,0,1,0,1,1,0,0,0,0,1,0,0,0,5431.2,6,168.0,1,72,60.0,1,0,0,1,1,6,0,0,0.0,0.0,0.0,3,1,331,324,8.837825894829873
74,0,31,0,0,0,3,0,1,0,7,1,0,0,1,0,5000.0,31,31,31,31,0,0,0,0,0,0,1,0,0,0,0,0,0,4250.0,4,2000.0,1,18,24.0,0,0,0,2,2,7,0,0,0.0,0.0,0.0,1,1,167,165,4.705882352941177
75,0,51,0,0,0,0,2,0,0,14,1,2,0,1,0,7500.0,28,28,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5400.0,6,3000.0,1,264,60.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,2,1,188,188,8.333333333333334
76,0,47,0,0,1,0,0,0,0,4,2,2,0,1,1,18000.0,28,28,28,27,0,0,0,0,0,0,1,1,1,0,0,1,0,3750.0,9,0.0,0,198,252.0,1,0,0,2,2,11,0,0,0.0,0.0,0.0,0,1,188,188,43.199999999999996
77,0,26,0,0,1,4,2,4,3,3,1,2,0,1,3,8000.0,44,44,44,42,1,0,0,0,0,0,0,0,0,0,0,0,0,4490.0,6,500.0,1,301,24.0,1,0,0,1,1,5,0,0,0.0,0.0,0.0,3,1,131,129,10.690423162583519
78,0,44,0,0,1,0,1,0,0,15,1,0,0,1,1,20000.0,45,45,45,43,4,0,0,0,0,0,0,0,0,0,0,0,0,8330.0,5,2200.0,0,216,120.0,0,0,0,1,1,4,0,0,0.0,0.0,0.0,0,1,185,183,12.004801920768307
79,1,33,0,0,0,3,0,3,0,7,0,2,0,1,0,10000.0,41,41,41,39,9,1,0,1,1,0,0,0,0,0,0,0,0,7795.0,6,7795.0,0,36,12.0,1,0,0,1,1,5,0,0,0.0,0.0,0.0,1,1,287,286,7.697241821680564
80,0,35,0,0,0,4,2,3,3,12,1,2,0,6,0,9000.0,46,33,33,22,8,1,0,1,1,1,0,0,0,0,0,0,0,3307.0,6,583.0,0,36,28.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,1,1,257,136,16.328999092833385
81,0,51,0,0,0,3,2,0,4,9,0,2,0,1,0,11000.0,23,23,23,23,3,0,0,0,0,0,1,0,0,0,0,0,0,21380.0,4,5000.0,0,252,300.0,1,1,0,1,1,4,0,0,0.0,0.0,0.0,2,1,184,183,2.05799812909261
82,0,43,0,0,0,3,0,3,0,14,6,0,0,6,1,15000.0,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,9990.0,6,3000.0,0,48,12.0,1,1,0,2,2,12,0,0,0.0,0.0,0.0,0,1,407,404,9.00900900900901
83,0,35,0,0,1,3,0,0,3,11,1,2,0,1,0,15000.0,47,46,46,44,5,0,0,0,0,0,0,1,0,0,0,0,0,5570.0,4,620.0,0,108,4.0,0,0,0,1,1,4,0,0,0.0,0.0,0.0,1,1,416,415,10.771992818671455
84,1,27,0,0,0,4,2,0,3,0,0,0,0,1,0,10000.0,23,23,23,23,3,0,0,0,0,0,0,0,0,1,0,0,0,9997.0,6,1120.0,0,108,12.0,0,0,0,1,1,5,0,0,0.0,0.0,0.0,3,1,184,183,6.001800540162049
85,0,54,0,0,0,4,2,0,0,5,2,0,0,1,1,15000.0,36,36,36,34,8,0,0,0,0,0,1,0,0,0,0,0,0,15190.0,6,7000.0,1,192,36.0,1,1,0,1,1,5,0,0,0.0,0.0,0.0,2,1,140,135,5.924950625411455
86,0,28,0,0,0,3,0,2,0,13,1,0,0,1,1,8000.0,43,43,43,41,9,0,0,0,0,0,0,0,0,0,0,0,0,3299.0,6,370.0,0,120,12.0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,3,1,264,266,14.549863595028796
87,0,53,0,0,1,0,2,0,0,4,1,0,0,1,1,25000.0,47,46,46,44,5,0,0,0,0,0,0,1,0,0,0,0,0,10394.0,6,5000.0,0,372,72.0,1,0,0,1,1,6,0,0,0.0,0.0,0.0,2,1,416,415,14.431402732345585
88,0,29,0,0,0,3,0,0,0,4,0,0,0,1,0,11000.0,24,24,24,24,3,0,0,0,0,0,1,0,0,0,0,0,0,6843.0,4,4500.0,0,36,12.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,3,1,252,249,6.429928393979249
89,0,59,0,0,0,3,2,3,2,2,0,2,0,0,0,8500.0,24,24,24,24,3,0,0,0,0,0,0,0,0,0,0,0,0,8990.0,12,1000.0,0,348,48.0,0,0,0,1,1,5,0,0,0.0,0.0,0.0,2,1,252,249,11.345939933259178
90,0,56,0,0,1,1,2,0,0,5,0,4,0,1,0,4000.0,48,47,47,45,9,1,1,0,1,0,0,0,0,0,0,0,0,3610.0,10,410.0,1,108,24.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,2,1,154,149,11.0803324099723
91,0,37,0,1,0,1,1,1,0,4,0,2,0,1,1,15000.0,45,45,45,43,4,0,0,0,0,0,1,0,0,0,0,0,0,9137.0,3,1500.0,0,115,192.0,1,0,0,2,1,10,1,1,8020.0,8020.0,0.0,1,0,185,183,4.925030097406151
92,0,51,0,0,1,3,2,0,0,4,5,1,0,1,0,8000.0,49,48,48,1,1,0,0,0,0,0,0,0,0,1,0,0,0,10693.0,6,1887.0,1,199,196.0,0,0,0,1,1,6,0,0,0.0,0.0,0.0,2,1,177,171,4.4889179837276725
